Hour of Day,Sessions
2012121312,3
2012121313,2
2012121315,2
2012121317,5
2012121319,2
2012121320,2
2012121323,2
2012121409,5
2012121410,3
2012121411,2
2012121414,2
2012121415,3
2012121416,3
2012121417,3
2012121418,0
2012121419,3
2012121420,2
2012121502,2
2012121503,2
2012121506,3
2012121507,0
2012121508,2
2012121509,3
2012121510,2
2012121511,2
2012121512,3
2012121513,9
2012121514,12
2012121515,2
2012121517,5
2012121518,2
2012121519,5
2012121520,0
2012121521,2
2012121523,3
2012121600,2
2012121602,2
2012121606,2
2012121607,2
2012121608,2
2012121609,3
2012121610,5
2012121611,5
2012121612,7
2012121613,2
2012121615,2
2012121617,2
2012121618,5
2012121620,3
2012121700,3
2012121707,3
2012121708,2
2012121709,5
2012121710,14
2012121711,5
2012121712,3
2012121713,3
2012121714,2
2012121715,5
2012121716,2
2012121717,3
2012121718,2
2012121721,2
2012121722,2
2012121803,2
2012121804,0
2012121808,7
2012121809,9
2012121810,7
2012121811,3
2012121812,2
2012121813,2
2012121814,3
2012121815,2
2012121816,0
2012121817,3
2012121818,0
2012121819,2
2012121820,5
2012121821,2
2012121822,2
2012121823,2
2012121900,2
2012121908,7
2012121909,7
2012121910,9
2012121911,3
2012121912,2
2012121915,5
2012121916,3
2012121917,3
2012121918,3
2012121919,3
2012121920,2
2012121922,2
2012121923,2
2012122001,2
2012122006,2
2012122007,5
2012122008,3
2012122009,9
2012122010,12
2012122011,12
2012122012,7
2012122013,3
2012122014,22
2012122015,12
2012122016,14
2012122017,12
2012122018,9
2012122019,9
2012122020,9
2012122021,9
2012122022,10
2012122023,5
2012122100,3
2012122101,0
2012122102,2
2012122103,2
2012122104,2
2012122106,5
2012122107,9
2012122108,14
2012122109,29
2012122110,16
2012122111,17
2012122112,16
2012122113,9
2012122114,12
2012122115,16
2012122116,29
2012122117,14
2012122118,12
2012122119,16
2012122120,5
2012122121,9
2012122122,2
2012122200,2
2012122205,2
2012122206,3
2012122207,10
2012122208,17
2012122209,14
2012122210,14
2012122211,9
2012122212,3
2012122214,5
2012122215,2
2012122216,7
2012122217,3
2012122218,0
2012122219,3
2012122220,5
2012122222,3
2012122223,3
2012122306,3
2012122307,3
2012122308,7
2012122309,12
2012122310,10
2012122311,10
2012122312,9
2012122313,12
2012122314,9
2012122315,12
2012122316,7
2012122317,2
2012122318,5
2012122319,3
2012122320,3
2012122321,3
2012122322,2
2012122402,2
2012122404,2
2012122407,3
2012122408,9
2012122409,3
2012122410,2
2012122411,7
2012122412,3
2012122413,3
2012122414,5
2012122415,5
2012122416,5
2012122417,2
2012122418,0
2012122422,2
2012122503,2
2012122507,5
2012122508,2
2012122509,7
2012122510,2
2012122511,3
2012122512,9
2012122513,7
2012122514,9
2012122515,5
2012122516,2
2012122517,0
2012122518,2
2012122519,7
2012122520,7
2012122521,5
2012122522,2
2012122523,5
2012122600,2
2012122602,2
2012122607,3
2012122608,7
2012122609,9
2012122610,3
2012122611,9
2012122612,3
2012122614,3
2012122615,5
2012122616,5
2012122617,3
2012122618,5
2012122619,2
2012122620,3
2012122621,2
2012122622,3
2012122623,2
2012122700,2
2012122707,3
2012122708,14
2012122709,12
2012122710,3
2012122711,5
2012122712,3
2012122713,2
2012122714,2
2012122715,2
2012122718,5
2012122719,2
2012122722,2
2012122808,3
2012122809,5
2012122810,3
2012122811,2
2012122812,10
2012122813,2
2012122814,5
2012122815,2
2012122816,3
2012122817,3
2012122818,3
2012122821,2
2012122822,3
2012122823,2
2012122908,3
2012122909,5
2012122910,3
2012122911,3
2012122912,2
2012122914,7
2012122915,2
2012122916,2
2012122917,0
2012122918,2
2012122919,2
2012122921,2
2012122922,2
2012123000,2
2012123005,2
2012123008,5
2012123009,3
2012123011,2
2012123013,2
2012123017,2
2012123021,3
2012123107,2
2012123109,2
2012123112,3
2012123113,2
2012123114,2
2012123116,2
2012123117,2
2012123118,2
2012123121,2
2012123122,2
2012123123,2
2013010101,3
2013010109,5
2013010110,0
2013010111,5
2013010113,3
2013010114,2
2013010115,0
2013010120,3
2013010207,2
2013010209,5
2013010211,3
2013010212,3
2013010213,3
2013010214,5
2013010221,3
2013010223,2
2013010308,3
2013010309,5
2013010312,2
2013010316,7
2013010319,3
2013010320,3
2013010322,3
2013010408,2
2013010410,3
2013010411,0
2013010412,2
2013010413,2
2013010414,3
2013010415,3
2013010418,2
2013010421,3
2013010422,0
2013010423,2
2013010503,2
2013010510,2
2013010512,2
2013010513,2
2013010514,2
2013010516,2
2013010517,2
2013010519,2
2013010520,2
2013010607,2
2013010610,5
2013010611,0
2013010612,3
2013010613,2
2013010617,3
2013010619,2
2013010620,2
2013010623,2
2013010707,3
2013010708,2
2013010709,10
2013010710,7
2013010712,3
2013010713,2
2013010714,2
2013010715,2
2013010716,2
2013010717,2
2013010719,2
2013010721,2
2013010808,7
2013010809,7
2013010810,2
2013010812,3
2013010815,2
2013010822,2
2013010908,5
2013010909,7
2013010910,2
2013010911,3
2013010912,9
2013010913,2
2013010914,9
2013010915,3
2013010916,5
2013010917,5
2013010918,2
2013010919,0
2013010920,3
2013010921,0
2013010922,2
2013011006,3
2013011007,3
2013011008,7
2013011009,10
2013011010,2
2013011011,5
2013011012,3
2013011013,3
2013011014,5
2013011015,3
2013011016,2
2013011017,2
2013011018,2
2013011019,2
2013011020,2
2013011021,3
2013011100,2
2013011104,3
2013011107,3
2013011108,3
2013011109,2
2013011110,2
2013011111,2
2013011112,5
2013011113,2
2013011114,2
2013011115,9
2013011116,9
2013011117,3
2013011118,2
2013011121,2
2013011200,2
2013011206,2
2013011208,3
2013011209,2
2013011211,5
2013011212,2
2013011215,2
2013011216,3
2013011217,2
2013011218,2
2013011219,2
2013011220,2
2013011221,2
2013011222,3
2013011303,2
2013011306,2
2013011307,2
2013011309,2
2013011312,5
2013011314,2
2013011315,5
2013011316,2
2013011318,2
2013011319,0
2013011321,3
2013011322,2
2013011407,3
2013011408,3
2013011409,5
2013011410,2
2013011411,0
2013011412,2
2013011414,5
2013011415,2
2013011416,5
2013011417,3
2013011421,2
2013011422,2
2013011504,2
2013011508,3
2013011509,2
2013011510,2
2013011511,0
2013011512,2
2013011513,2
2013011515,0
2013011516,5
2013011517,3
2013011518,2
2013011519,2
2013011520,3
2013011523,2
2013011600,2
2013011607,2
2013011608,3
2013011609,3
2013011610,2
2013011612,0
2013011613,5
2013011614,5
2013011615,0
2013011616,2
2013011617,5
2013011618,2
2013011623,2
2013011707,2
2013011709,3
2013011710,0
2013011712,2
2013011714,2
2013011715,3
2013011716,2
2013011717,5
2013011718,2
2013011720,2
2013011800,2
2013011808,2
2013011809,2
2013011810,2
2013011812,2
2013011813,3
2013011818,2
2013011819,3
2013011909,2
2013011916,2
2013011918,2
2013011922,2
2013012008,2
2013012009,2
2013012013,2
2013012023,2
2013012107,2
2013012111,3
2013012112,2
2013012113,2
2013012114,2
2013012116,2
2013012122,2
2013012123,0
2013012209,2
2013012211,2
2013012212,5
2013012213,5
2013012214,2
2013012215,3
2013012216,3
2013012217,2
2013012220,2
2013012306,2
2013012307,2
2013012308,3
2013012309,2
2013012311,2
2013012313,2
2013012315,3
2013012316,7
2013012317,2
2013012319,3
2013012323,2
2013012400,2
2013012408,2
2013012409,3
2013012410,2
2013012412,5
2013012413,3
2013012414,2
2013012417,2
2013012418,3
2013012419,2
2013012422,3
2013012508,2
2013012509,3
2013012510,2
2013012511,2
2013012515,2
2013012521,3
2013012608,2
2013012610,2
2013012611,2
2013012617,2
2013012618,2
2013012620,2
2013012622,2
2013012623,2
2013012700,2
2013012709,2
2013012710,2
2013012711,2
2013012716,3
2013012717,0
2013012718,0
2013012719,2
2013012720,3
2013012721,2
2013012802,2
2013012808,7
2013012809,9
2013012810,2
2013012811,0
2013012812,3
2013012813,2
2013012814,3
2013012816,3
2013012817,0
2013012818,2
2013012821,2
2013012822,2
2013012900,2
2013012905,2
2013012907,5
2013012909,3
2013012912,2
2013012917,3
2013012918,0
2013012921,2
2013013001,2
2013013004,2
2013013005,2
2013013008,2
2013013009,2
2013013012,2
2013013013,2
2013013015,2
2013013016,2
2013013017,3
2013013019,2
2013013107,2
2013013109,2
2013013111,2
2013013112,2
2013013113,2
2013013115,3
2013013116,2
2013013117,3
2013013119,2
2013020109,2
2013020111,2
2013020112,2
2013020113,2
2013020114,2
2013020115,2
2013020118,2
2013020123,2
2013020211,2
2013020215,2
2013020218,2
2013020222,2
2013020304,2
2013020315,3
2013020316,2
2013020317,2
2013020319,2
2013020322,2
2013020408,2
2013020412,2
2013020415,2
2013020417,3
2013020418,3
2013020507,2
2013020508,2
2013020511,2
2013020513,3
2013020514,2
2013020515,2
2013020516,2
2013020522,2
2013020610,2
2013020611,2
2013020612,2
2013020615,5
2013020616,2
2013020619,2
2013020707,2
2013020708,5
2013020709,5
2013020710,3
2013020711,3
2013020712,5
2013020713,5
2013020714,2
2013020715,3
2013020716,2
2013020717,5
2013020718,3
2013020719,3
2013020720,2
2013020722,2
2013020723,3
2013020807,3
2013020808,3
2013020809,3
2013020810,7
2013020811,2
2013020812,2
2013020813,2
2013020816,2
2013020817,2
2013020818,3
2013020906,3
2013020908,2
2013020912,2
2013020917,2
2013021009,2
2013021010,0
2013021011,2
2013021016,2
2013021018,2
2013021109,5
2013021111,3
2013021112,2
2013021114,2
2013021115,2
2013021117,3
2013021118,0
2013021120,2
2013021209,3
2013021211,2
2013021213,3
2013021214,3
2013021215,0
2013021216,3
2013021219,3
2013021308,2
2013021310,2
2013021311,2
2013021312,3
2013021313,3
2013021315,2
2013021319,2
2013021410,2
2013021411,3
2013021414,3
2013021416,5
2013021417,2
2013021418,2
2013021507,2
2013021511,2
2013021512,2
2013021513,2
2013021514,2
2013021612,2
2013021614,3
2013021615,3
2013021616,2
2013021617,0
2013021618,0
2013021714,2
2013021720,2
2013021808,2
2013021809,2
2013021810,3
2013021815,2
2013021817,2
2013021818,2
2013021822,2
2013021823,2
2013021905,2
2013021906,2
2013021907,2
2013021908,5
2013021909,5
2013021910,7
2013021911,3
2013021912,5
2013021913,5
2013021914,7
2013021915,5
2013021916,3
2013021917,5
2013021918,5
2013021919,2
2013021921,2
2013021922,2
2013021923,2
2013022003,2
2013022004,2
2013022008,7
2013022009,3
2013022011,5
2013022012,5
2013022013,3
2013022014,2
2013022016,2
2013022017,2
2013022021,2
2013022107,2
2013022108,5
2013022109,0
2013022110,2
2013022111,3
2013022112,0
2013022113,2
2013022115,2
2013022116,3
2013022117,2
2013022118,2
2013022119,2
2013022120,2
2013022208,3
2013022209,2
2013022210,2
2013022211,2
2013022212,0
2013022213,3
2013022214,5
2013022216,2
2013022218,2
2013022219,2
2013022221,3
2013022301,2
2013022304,2
2013022311,3
2013022312,2
2013022323,2
2013022420,2
2013022422,2
2013022501,2
2013022508,2
2013022509,2
2013022510,2
2013022512,3
2013022513,2
2013022515,2
2013022517,3
2013022519,2
2013022608,2
2013022613,3
2013022614,2
2013022615,3
2013022616,2
2013022617,3
2013022619,3
2013022708,2
2013022711,2
2013022712,2
2013022713,5
2013022714,2
2013022716,2
2013022719,3
2013022808,5
2013022809,2
2013022810,2
2013022811,3
2013022812,2
2013022814,3
2013022815,2
2013022817,3
2013022818,2
2013022823,2
2013030108,2
2013030109,2
2013030110,2
2013030114,2
2013030209,2
2013030210,2
2013030313,5
2013030320,2
2013030408,2
2013030409,5
2013030410,0
2013030411,2
2013030412,2
2013030414,2
2013030416,0
2013030420,2
2013030423,2
2013030507,2
2013030509,2
2013030510,5
2013030511,0
2013030512,2
2013030513,2
2013030514,2
2013030515,0
2013030516,2
2013030517,2
2013030522,3
2013030523,2
2013030600,2
2013030601,0
2013030602,0
2013030603,0
2013030605,3
2013030606,2
2013030607,3
2013030608,3
2013030609,7
2013030610,7
2013030611,3
2013030612,0
2013030613,3
2013030614,2
2013030615,3
2013030616,3
2013030617,2
2013030618,2
2013030619,2
2013030620,3
2013030621,3
2013030622,2
2013030623,0
2013030700,2
2013030708,3
2013030709,3
2013030710,2
2013030711,2
2013030712,2
2013030714,3
2013030715,2
2013030716,3
2013030717,3
2013030718,0
2013030719,2
2013030807,3
2013030808,3
2013030810,3
2013030811,0
2013030812,2
2013030816,2
2013030819,2
2013030900,2
2013030901,2
2013030907,2
2013030912,2
2013031010,2
2013031011,0
2013031014,2
2013031017,2
2013031109,2
2013031110,2
2013031111,0
2013031112,2
2013031117,2
2013031123,2
2013031208,2
2013031212,7
2013031216,3
2013031217,2
2013031220,2
2013031308,3
2013031310,5
2013031313,2
2013031314,2
2013031316,0
2013031317,0
2013031318,2
2013031408,3
2013031410,2
2013031411,0
2013031414,2
2013031415,2
2013031416,2
2013031500,2
2013031508,2
2013031509,2
2013031510,2
2013031514,2
2013031608,2
2013031616,2
2013031721,2
2013031722,2
2013031723,0
2013031810,3
2013031812,2
2013031813,2
2013031814,3
2013031815,2
2013031817,2
2013031818,2
2013031822,2
2013031908,3
2013031909,0
2013031910,2
2013031911,3
2013031912,2
2013031913,2
2013031915,2
2013031916,3
2013031918,2
2013031922,5
2013031923,0
2013032003,2
2013032004,0
2013032005,0
2013032007,0
2013032008,5
2013032009,2
2013032010,2
2013032011,5
2013032013,2
2013032014,3
2013032015,3
2013032016,0
2013032017,2
2013032019,3
2013032020,2
2013032022,2
2013032023,0
2013032103,2
2013032108,2
2013032109,5
2013032113,2
2013032114,3
2013032123,3
2013032208,2
2013032209,2
2013032210,5
2013032211,2
2013032213,2
2013032214,3
2013032310,2
2013032314,2
2013032315,2
2013032400,2
2013032509,5
2013032510,3
2013032511,0
2013032512,0
2013032515,2
2013032516,2
2013032517,2
2013032522,2
2013032608,2
2013032609,3
2013032611,2
2013032612,2
2013032615,2
2013032618,2
2013032708,5
2013032709,2
2013032710,2
2013032712,2
2013032713,3
2013032716,2
2013032808,5
2013032809,5
2013032812,3
2013032813,2
2013032814,3
2013032816,5
2013032819,2
2013032908,2
2013032909,3
2013032913,3
2013032914,3
2013032920,2
2013033010,2
2013033017,3
2013033022,2
2013033109,2
2013033112,3
2013033121,2
2013033123,2
2013040110,2
2013040111,2
2013040112,2
2013040113,2
2013040114,2
2013040123,2
2013040209,2
2013040211,2
2013040214,3
2013040216,2
2013040218,2
2013040307,2
2013040308,2
2013040311,2
2013040315,2
2013040318,2
2013040321,2
2013040322,2
2013040408,5
2013040409,3
2013040410,2
2013040411,2
2013040412,2
2013040413,2
2013040414,5
2013040415,0
2013040416,2
2013040418,2
2013040420,2
2013040508,2
2013040509,2
2013040510,2
2013040511,0
2013040515,2
2013040519,2
2013040520,2
2013040618,2
2013040718,2
2013040719,2
2013040721,2
2013040722,3
2013040807,2
2013040808,9
2013040809,9
2013040810,7
2013040811,0
2013040812,3
2013040813,0
2013040814,5
2013040815,2
2013040816,2
2013040817,0
2013040900,2
2013040906,2
2013040907,0
2013040908,3
2013040909,2
2013040910,2
2013040911,0
2013040912,0
2013040913,2
2013040914,2
2013040915,0
2013040916,2
2013041008,3
2013041012,3
2013041018,2
2013041108,2
2013041109,5
2013041110,2
2013041114,2
2013041116,3
2013041119,2
2013041208,3
2013041210,2
2013041217,3
2013041314,2
2013041407,2
2013041414,2
2013041416,2
2013041418,2
2013041420,2
2013041507,2
2013041508,2
2013041511,0
2013041513,3
2013041514,3
2013041515,5
2013041516,2
2013041517,2
2013041520,2
2013041606,2
2013041607,2
2013041608,2
2013041609,3
2013041611,2
2013041614,2
2013041615,2
2013041616,3
2013041706,2
2013041708,3
2013041709,3
2013041710,2
2013041711,3
2013041712,2
2013041713,5
2013041714,2
2013041715,3
2013041716,2
2013041808,5
2013041809,2
2013041811,2
2013041813,2
2013041814,3
2013041816,3
2013041817,2
2013041909,2
2013041916,2
2013041920,2
2013042000,2
2013042012,2
2013042014,2
2013042017,2
2013042021,2
2013042106,2
2013042116,2
2013042118,0
2013042208,3
2013042209,5
2013042215,0
2013042216,2
2013042218,2
2013042308,3
2013042309,3
2013042310,3
2013042311,2
2013042312,2
2013042313,2
2013042314,2
2013042315,2
2013042323,2
2013042408,5
2013042409,2
2013042411,3
2013042412,5
2013042413,2
2013042419,2
2013042502,2
2013042508,3
2013042509,2
2013042510,2
2013042512,2
2013042515,2
2013042516,2
2013042608,2
2013042609,2
2013042612,2
2013042615,2
2013042820,2
2013042908,3
2013042912,5
2013042915,2
2013042916,3
2013043008,3
2013043011,3
2013043016,2
2013043018,3
2013043019,2
2013050108,3
2013050109,2
2013050110,2
2013050114,2
2013050115,2
2013050119,2
2013050122,2
2013050208,3
2013050209,2
2013050212,3
2013050213,2
2013050215,2
2013050216,0
2013050220,2
2013050308,2
2013050309,0
2013050310,2
2013050311,2
2013050321,2
2013050323,2
2013050410,2
2013050411,3
2013050413,2
2013050415,2
2013050510,2
2013050511,2
2013050512,2
2013050514,2
2013050517,2
2013050518,2
2013050520,2
2013050521,2
2013050608,7
2013050609,2
2013050610,2
2013050613,2
2013050615,5
2013050616,3
2013050618,2
2013050619,2
2013050707,3
2013050708,3
2013050709,2
2013050711,3
2013050714,5
2013050715,0
2013050716,5
2013050805,2
2013050806,0
2013050807,3
2013050808,0
2013050809,2
2013050810,2
2013050811,3
2013050813,2
2013050814,3
2013050815,2
2013050817,2
2013050819,2
2013050820,2
2013050821,2
2013050908,2
2013050909,5
2013050910,0
2013050911,3
2013050917,2
2013050921,2
2013051009,2
2013051010,2
2013051011,2
2013051013,2
2013051016,3
2013051019,2
2013051020,2
2013051021,2
2013051022,2
2013051023,2
2013051108,2
2013051109,2
2013051123,2
2013051210,2
2013051211,0
2013051213,2
2013051219,2
2013051220,2
2013051308,2
2013051309,5
2013051311,2
2013051312,3
2013051314,2
2013051315,5
2013051321,2
2013051408,3
2013051409,0
2013051410,3
2013051411,2
2013051412,3
2013051413,2
2013051414,2
2013051420,2
2013051509,2
2013051510,5
2013051511,0
2013051514,2
2013051516,3
2013051519,2
2013051522,2
2013051608,2
2013051609,3
2013051610,2
2013051613,3
2013051614,3
2013051615,2
2013051616,2
2013051619,3
2013051708,2
2013051710,2
2013051714,2
2013051715,3
2013051716,0
2013051718,2
2013051719,2
2013051821,2
2013051822,2
2013051901,2
2013051910,2
2013051918,2
2013051921,5
2013052009,3
2013052010,3
2013052011,2
2013052012,3
2013052015,3
2013052016,2
2013052018,2
2013052023,2
2013052108,3
2013052109,3
2013052110,5
2013052111,2
2013052112,0
2013052113,5
2013052115,3
2013052119,3
2013052121,2
2013052123,2
2013052207,2
2013052208,2
2013052209,5
2013052210,5
2013052211,9
2013052212,2
2013052213,3
2013052215,2
2013052216,2
2013052217,2
2013052218,2
2013052308,2
2013052309,3
2013052310,0
2013052311,3
2013052312,2
2013052314,2
2013052315,0
2013052316,3
2013052317,2
2013052319,3
2013052320,3
2013052322,2
2013052323,2
2013052409,2
2013052410,2
2013052413,3
2013052414,2
2013052422,2
2013052510,2
2013052513,2
2013052710,2
2013052712,2
2013052713,2
2013052716,2
2013052808,2
2013052809,5
2013052810,3
2013052812,3
2013052813,2
2013052815,2
2013052816,2
2013052908,2
2013052909,3
2013052910,5
2013052911,3
2013052912,3
2013052916,2
2013053008,5
2013053009,3
2013053010,2
2013053011,3
2013053012,2
2013053013,0
2013053014,5
2013053015,7
2013053016,3
2013053017,2
2013053021,2
2013053107,2
2013053108,2
2013053109,5
2013053110,2
2013053112,2
2013053113,2
2013053115,2
2013053118,2
2013053123,2
2013060112,2
2013060115,2
2013060122,2
2013060213,2
2013060223,2
2013060308,2
2013060309,3
2013060310,2
2013060311,3
2013060312,0
2013060315,2
2013060316,5
2013060317,0
2013060318,2
2013060323,2
2013060408,7
2013060409,2
2013060411,2
2013060415,2
2013060417,2
2013060421,2
2013060508,3
2013060510,2
2013060513,2
2013060516,2
2013060517,2
2013060519,2
2013060523,2
2013060609,3
2013060610,2
2013060612,2
2013060615,2
2013060616,5
2013060617,2
2013060619,2
2013060623,2
2013060708,2
2013060710,3
2013060711,0
2013060713,2
2013060714,2
2013060715,2
2013060716,2
2013060718,3
2013060800,2
2013060808,2
2013060814,2
2013060816,2
2013060820,2
2013060911,2
2013060912,2
2013060913,2
2013060914,2
2013061008,3
2013061009,5
2013061010,2
2013061011,2
2013061012,5
2013061014,2
2013061015,3
2013061016,3
2013061108,5
2013061109,2
2013061110,3
2013061111,2
2013061112,3
2013061113,2
2013061114,3
2013061115,2
2013061119,3
2013061208,3
2013061209,2
2013061210,3
2013061211,2
2013061212,2
2013061213,2
2013061214,2
2013061215,2
2013061219,2
2013061308,3
2013061311,2
2013061312,3
2013061313,2
2013061314,3
2013061315,2
2013061407,3
2013061408,2
2013061409,2
2013061411,2
2013061509,2
2013061522,2
2013061608,2
2013061612,2
2013061613,2
2013061621,2
2013061708,3
2013061709,2
2013061710,5
2013061712,2
2013061715,2
2013061717,5
2013061723,2
2013061808,2
2013061809,3
2013061810,2
2013061812,2
2013061813,2
2013061814,3
2013061815,3
2013061817,5
2013061908,3
2013061909,3
2013061911,2
2013061912,2
2013061914,2
2013061917,2
2013061918,2
2013062007,2
2013062008,3
2013062009,2
2013062010,2
2013062011,2
2013062012,5
2013062013,3
2013062014,2
2013062015,2
2013062021,2
2013062023,2
2013062109,3
2013062110,3
2013062111,2
2013062113,2
2013062114,2
2013062117,2
2013062208,2
2013062209,2
2013062211,2
2013062214,2
2013062215,0
2013062223,2
2013062307,2
2013062309,2
2013062311,2
2013062316,2
2013062317,0
2013062322,2
2013062408,3
2013062409,2
2013062410,2
2013062411,2
2013062412,2
2013062415,2
2013062416,3
2013062417,2
2013062421,2
2013062506,2
2013062507,2
2013062508,2
2013062509,7
2013062510,2
2013062511,0
2013062512,0
2013062513,2
2013062515,5
2013062516,3
2013062517,2
2013062519,0
2013062521,2
2013062522,0
2013062609,2
2013062611,3
2013062612,7
2013062613,5
2013062614,0
2013062622,2
2013062708,2
2013062709,2
2013062711,3
2013062712,2
2013062714,2
2013062717,2
2013062807,2
2013062810,2
2013062811,2
2013062813,2
2013062815,2
2013062816,5
2013062817,0
2013062908,2
2013062913,2
2013063009,2
2013063012,2
2013063016,2
2013063021,2
2013070108,3
2013070109,3
2013070110,2
2013070111,5
2013070112,2
2013070113,2
2013070114,2
2013070115,5
2013070117,2
2013070208,5
2013070209,2
2013070210,2
2013070211,3
2013070212,2
2013070213,2
2013070214,2
2013070215,2
2013070216,5
2013070217,2
2013070220,2
2013070221,2
2013070300,2
2013070306,2
2013070307,0
2013070308,2
2013070309,2
2013070311,7
2013070312,2
2013070314,2
2013070315,3
2013070406,2
2013070412,2
2013070418,2
2013070420,2
2013070508,3
2013070509,0
2013070510,2
2013070517,2
2013070610,2
2013070612,2
2013070613,2
2013070614,0
2013070623,2
2013070715,3
2013070718,2
2013070808,5
2013070809,3
2013070810,2
2013070812,2
2013070813,2
2013070814,2
2013070815,5
2013070816,3
2013070818,0
2013070820,2
2013070908,3
2013070909,0
2013070910,0
2013070912,2
2013070914,2
2013070915,5
2013070917,3
2013070918,0
2013070920,2
2013071008,2
2013071009,3
2013071011,3
2013071013,2
2013071015,7
2013071016,3
2013071017,0
2013071020,2
2013071102,2
2013071109,5
2013071110,3
2013071112,5
2013071113,2
2013071115,2
2013071116,5
2013071117,0
2013071122,2
2013071123,2
2013071207,2
2013071209,7
2013071212,2
2013071213,0
2013071214,0
2013071215,3
2013071216,0
2013071308,2
2013071408,2
2013071415,2
2013071508,3
2013071509,2
2013071510,2
2013071511,2
2013071607,2
2013071608,3
2013071609,2
2013071616,2
2013071618,2
2013071620,2
2013071705,2
2013071709,2
2013071711,2
2013071713,2
2013071714,2
2013071723,2
2013071808,2
2013071809,2
2013071813,3
2013071907,2
2013071908,2
2013071909,3
2013071911,2
2013071913,2
2013071914,2
2013071916,2
2013071922,2
2013072008,2
2013072011,2
2013072108,2
2013072110,2
2013072112,2
2013072113,2
2013072115,2
2013072208,2
2013072209,2
2013072210,2
2013072211,3
2013072214,2
2013072308,2
2013072309,3
2013072311,2
2013072316,5
2013072317,2
2013072408,2
2013072411,2
2013072416,5
2013072417,2
2013072418,5
2013072507,2
2013072508,3
2013072509,2
2013072513,7
2013072514,0
2013072515,2
2013072517,2
2013072519,2
2013072521,2
2013072607,2
2013072609,2
2013072611,3
2013072613,2
2013072614,3
2013072615,2
2013072616,2
2013072708,2
2013072710,2
2013072811,2
2013072820,2
2013072909,2
2013072910,2
2013072911,3
2013072912,2
2013072913,3
2013072914,2
2013072915,2
2013072916,2
2013072917,2
2013072919,2
2013073008,5
2013073009,0
2013073010,2
2013073012,2
2013073013,2
2013073015,2
2013073105,2
2013073106,2
2013073108,7
2013073109,9
2013073110,7
2013073111,5
2013073112,5
2013073113,3
2013073114,3
2013073115,3
2013073116,2
2013073119,2
2013080108,3
2013080109,0
2013080110,3
2013080111,5
2013080112,2
2013080113,2
2013080114,0
2013080115,0
2013080116,0
2013080117,0
2013080119,2
2013080122,2
2013080207,2
2013080208,9
2013080209,3
2013080210,5
2013080211,5
2013080216,2
2013080221,2
2013080222,2
2013080500,2
2013080508,3
2013080509,2
2013080510,0
2013080511,3
2013080512,0
2013080513,3
2013080514,5
2013080515,7
2013080516,0
2013080608,3
2013080609,3
2013080610,0
2013080612,3
2013080613,0
2013080617,2
2013080708,2
2013080709,3
2013080710,3
2013080711,2
2013080712,2
2013080714,0
2013080715,2
2013080716,0
2013080717,2
2013080718,0
2013080721,2
2013080723,2
2013080807,2
2013080808,3
2013080809,2
2013080810,3
2013080811,3
2013080813,3
2013080815,0
2013080817,2
2013080820,2
2013080821,2
2013080908,3
2013080909,3
2013080910,0
2013080911,2
2013080916,2
2013080917,3
2013080922,2
2013081110,2
2013081115,2
2013081208,3
2013081210,2
2013081212,3
2013081214,3
2013081216,5
2013081217,0
2013081218,2
2013081300,2
2013081308,2
2013081309,3
2013081310,2
2013081312,2
2013081313,2
2013081315,3
2013081317,2
2013081408,2
2013081409,2
2013081411,2
2013081413,3
2013081414,0
2013081415,5
2013081416,2
2013081508,2
2013081509,5
2013081510,3
2013081512,3
2013081513,2
2013081514,2
2013081515,5
2013081516,2
2013081519,2
2013081600,2
2013081608,2
2013081609,2
2013081610,3
2013081612,3
2013081613,0
2013081614,2
2013081616,2
2013081617,2
2013081622,2
2013081716,2
2013081719,2
2013081721,2
2013081800,2
2013081810,2
2013081819,2
2013081820,2
2013081908,3
2013081909,2
2013081910,3
2013081911,3
2013081912,5
2013081913,0
2013081914,3
2013081915,3
2013081916,0
2013082008,3
2013082009,3
2013082010,2
2013082011,3
2013082012,0
2013082015,5
2013082016,3
2013082017,2
2013082018,3
2013082021,2
2013082108,5
2013082111,3
2013082113,2
2013082114,2
2013082115,2
2013082116,5
2013082117,2
2013082118,2
2013082208,3
2013082209,2
2013082212,0
2013082214,7
2013082215,3
2013082216,2
2013082217,3
2013082308,2
2013082309,2
2013082310,2
2013082311,2
2013082314,9
2013082315,3
2013082316,2
2013082415,2
2013082416,2
2013082420,2
2013082508,2
2013082513,2
2013082515,3
2013082607,2
2013082608,3
2013082609,0
2013082610,3
2013082613,3
2013082614,0
2013082618,2
2013082708,2
2013082709,3
2013082711,0
2013082712,2
2013082713,0
2013082717,2
2013082808,3
2013082810,3
2013082811,3
2013082812,2
2013082813,3
2013082814,2
2013082816,2
2013082817,2
2013082908,3
2013082909,0
2013082910,2
2013082912,2
2013082914,3
2013082915,2
2013083008,2
2013083010,2
2013083013,2
2013083015,0
2013083016,3
2013083017,0
2013083018,2
2013083019,0
2013083113,2
2013083116,2
2013083118,2
2013083120,2
2013083121,0
2013090114,2
2013090219,2
2013090307,2
2013090309,3
2013090310,2
2013090311,2
2013090312,2
2013090313,0
2013090314,2
2013090316,3
2013090317,2
2013090319,2
2013090320,2
2013090321,0
2013090408,2
2013090409,3
2013090410,2
2013090411,2
2013090413,2
2013090414,3
